Zip3,State,DAT_Market,Market_City,Distance
693,NE,NE_NPL,NORTH PLATTE,135
700,LA,LA_NEW,NEW ORLEANS,6
701,LA,LA_NEW,NEW ORLEANS,6
703,LA,LA_NEW,NEW ORLEANS,41
704,LA,LA_NEW,NEW ORLEANS,43
705,LA,LA_NEW,NEW ORLEANS,122
706,LA,TX_HOU,HOUSTON,149
707,LA,LA_NEW,NEW ORLEANS,73
708,LA,LA_NEW,NEW ORLEANS,66
710,LA,LA_SHR,SHREVEPORT,15
711,LA,LA_SHR,SHREVEPORT,3
712,LA,LA_SHR,SHREVEPORT,101
713,LA,MS_JAC,JACKSON,124
714,LA,LA_SHR,SHREVEPORT,84
716,AR,AR_LIT,LITTLE ROCK,82
717,AR,TX_TEX,TEXARKANA,78
718,AR,TX_TEX,TEXARKANA,26
719,AR,TX_TEX,TEXARKANA,77
720,AR,AR_LIT,LITTLE ROCK,22
721,AR,AR_LIT,LITTLE ROCK,18
722,AR,AR_LIT,LITTLE ROCK,5
723,AR,TN_MEM,MEMPHIS,29
724,AR,TN_MEM,MEMPHIS,74
725,AR,AR_LIT,LITTLE ROCK,92
726,AR,AR_FAY,FAYETTEVILLE,68
727,AR,AR_FAY,FAYETTEVILLE,11
728,AR,AR_FAY,FAYETTEVILLE,63
729,AR,AR_FAY,FAYETTEVILLE,46
730,OK,OK_OKC,OKLAHOMA CITY,15
731,OK,OK_OKC,OKLAHOMA CITY,10
734,OK,OK_OKC,OKLAHOMA CITY,79
735,OK,OK_OKC,OKLAHOMA CITY,92
736,OK,OK_OKC,OKLAHOMA CITY,102
737,OK,OK_OKC,OKLAHOMA CITY,82
738,OK,KS_HUT,HUTCHINSON,136
739,OK,TX_AMA,AMARILLO,109
740,OK,OK_TUL,TULSA,16
741,OK,OK_TUL,TULSA,9
743,OK,MO_JOP,JOPLIN,48
744,OK,OK_TUL,TULSA,44
745,OK,OK_TUL,TULSA,100
746,OK,OK_TUL,TULSA,75
747,OK,TX_TEX,TEXARKANA,94
748,OK,OK_OKC,OKLAHOMA CITY,46
749,OK,AR_FAY,FAYETTEVILLE,64
750,TX,TX_DAL,DALLAS,4
751,TX,TX_DAL,DALLAS,37
752,TX,TX_DAL,DALLAS,13
754,TX,TX_DAL,DALLAS,62
755,TX,TX_TEX,TEXARKANA,16
756,TX,LA_SHR,SHREVEPORT,51
757,TX,LA_SHR,SHREVEPORT,95
758,TX,TX_DAL,DALLAS,122
759,TX,LA_SHR,SHREVEPORT,91
760,TX,TX_FTW,FT WORTH,7
761,TX,TX_FTW,FT WORTH,2
762,TX,TX_DAL,DALLAS,41
763,TX,TX_FTW,FT WORTH,108
764,TX,TX_FTW,FT WORTH,69
765,TX,TX_AUS,AUSTIN,67
766,TX,TX_FTW,FT WORTH,72
767,TX,TX_FTW,FT WORTH,84
768,TX,TX_AUS,AUSTIN,112
769,TX,TX_LUB,LUBBOCK,169
770,TX,TX_HOU,HOUSTON,14
773,TX,TX_HOU,HOUSTON,53
774,TX,TX_HOU,HOUSTON,32
775,TX,TX_HOU,HOUSTON,25
776,TX,TX_HOU,HOUSTON,85
777,TX,TX_HOU,HOUSTON,85
778,TX,TX_HOU,HOUSTON,91
779,TX,TX_HOU,HOUSTON,100
780,TX,TX_ANT,SAN ANTONIO,41
781,TX,TX_ANT,SAN ANTONIO,39
782,TX,TX_ANT,SAN ANTONIO,1
783,TX,TX_LAR,LAREDO,102
784,TX,TX_MCA,MCALLEN,117
785,TX,TX_MCA,MCALLEN,12
786,TX,TX_AUS,AUSTIN,5
787,TX,TX_AUS,AUSTIN,14
788,TX,TX_ANT,SAN ANTONIO,91
789,TX,TX_AUS,AUSTIN,71
790,TX,TX_AMA,AMARILLO,18
791,TX,TX_AMA,AMARILLO,1
792,TX,TX_LUB,LUBBOCK,84
793,TX,TX_LUB,LUBBOCK,21
794,TX,TX_LUB,LUBBOCK,3
795,TX,TX_LUB,LUBBOCK,116
796,TX,TX_FTW,FT WORTH,143
797,TX,TX_LUB,LUBBOCK,137
798,TX,TX_ELP,EL PASO,121
799,TX,TX_ELP,EL PASO,17
800,CO,CO_DEN,DENVER,10
801,CO,CO_DEN,DENVER,27
802,CO,CO_DEN,DENVER,13
803,CO,CO_DEN,DENVER,26
804,CO,CO_DEN,DENVER,60
805,CO,CO_DEN,DENVER,41
806,CO,CO_DEN,DENVER,33
807,CO,CO_DEN,DENVER,101
808,CO,CO_DEN,DENVER,76
809,CO,CO_DEN,DENVER,72
810,CO,CO_DEN,DENVER,148
811,CO,NM_ALB,ALBUQUERQUE,165
812,CO,CO_DEN,DENVER,121
813,CO,CO_GRA,GRAND JCT,111
814,CO,CO_GRA,GRAND JCT,54
815,CO,CO_GRA,GRAND JCT,4
816,CO,CO_GRA,GRAND JCT,76
820,WY,CO_DEN,DENVER,100
821,WY,MT_BIL,BILLINGS,128
822,WY,SD_RAP,RAPID CITY,141
823,WY,WY_GRE,GREEN RIVER,133
824,WY,MT_BIL,BILLINGS,81
825,WY,WY_GRE,GREEN RIVER,109
826,WY,WY_GRE,GREEN RIVER,182
827,WY,SD_RAP,RAPID CITY,82
828,WY,MT_BIL,BILLINGS,98
829,WY,WY_GRE,GREEN RIVER,10
830,WY,WY_GRE,GREEN RIVER,143
831,WY,WY_GRE,GREEN RIVER,80
832,ID,ID_TWI,TWIN FALLS,115
833,ID,ID_TWI,TWIN FALLS,31
834,ID,ID_TWI,TWIN FALLS,166
835,ID,MT_MIS,MISSOULA,118
836,ID,ID_TWI,TWIN FALLS,136
837,ID,ID_TWI,TWIN FALLS,120
838,ID,WA_SPO,SPOKANE,42
840,UT,UT_SLC,SALT LAKE CITY,27
841,UT,UT_SLC,SALT LAKE CITY,3
843,UT,UT_SLC,SALT LAKE CITY,67
844,UT,UT_SLC,SALT LAKE CITY,33
845,UT,CO_GRA,GRAND JCT,98
846,UT,UT_SLC,SALT LAKE CITY,86
847,UT,NV_VEG,LAS VEGAS,176
850,AZ,AZ_PHO,PHOENIX,6
852,AZ,AZ_PHO,PHOENIX,16
853,AZ,AZ_PHO,PHOENIX,48
855,AZ,AZ_TUC,TUCSON,86
856,AZ,AZ_TUC,TUCSON,39
857,AZ,AZ_TUC,TUCSON,1
859,AZ,AZ_FLA,FLAGSTAFF,125
860,AZ,AZ_FLA,FLAGSTAFF,42
863,AZ,AZ_FLA,FLAGSTAFF,57
864,AZ,NV_VEG,LAS VEGAS,84
865,AZ,AZ_FLA,FLAGSTAFF,134
870,NM,NM_ALB,ALBUQUERQUE,14
871,NM,NM_ALB,ALBUQUERQUE,3
873,NM,NM_ALB,ALBUQUERQUE,115
874,NM,NM_ALB,ALBUQUERQUE,142
875,NM,NM_ALB,ALBUQUERQUE,85
877,NM,NM_ALB,ALBUQUERQUE,115
878,NM,NM_ALB,ALBUQUERQUE,97
879,NM,TX_ELP,EL PASO,97
880,NM,TX_ELP,EL PASO,78
881,NM,TX_LUB,LUBBOCK,107
882,NM,TX_LUB,LUBBOCK,134
883,NM,TX_ELP,EL PASO,115
884,NM,TX_AMA,AMARILLO,113
890,NV,NV_VEG,LAS VEGAS,33
891,NV,NV_VEG,LAS VEGAS,6
893,NV,UT_SLC,SALT LAKE CITY,208
894,NV,NV_REN,RENO,42
895,NV,NV_REN,RENO,4
897,NV,NV_REN,RENO,24
898,NV,ID_TWI,TWIN FALLS,104
900,CA,CA_LAX,LOS ANGELES,6
902,CA,CA_LAX,LOS ANGELES,6
903,CA,CA_LAX,LOS ANGELES,6
904,CA,CA_LAX,LOS ANGELES,14
905,CA,CA_LAX,LOS ANGELES,10
906,CA,CA_LAX,LOS ANGELES,13
907,CA,CA_LAX,LOS ANGELES,13
908,CA,CA_LAX,LOS ANGELES,13
910,CA,CA_LAX,LOS ANGELES,16
911,CA,CA_LAX,LOS ANGELES,14
912,CA,CA_LAX,LOS ANGELES,13
913,CA,CA_LAX,LOS ANGELES,28
914,CA,CA_LAX,LOS ANGELES,18
915,CA,CA_LAX,LOS ANGELES,15
916,CA,CA_LAX,LOS ANGELES,15
917,CA,CA_ONT,ONTARIO,14
918,CA,CA_LAX,LOS ANGELES,10
919,CA,CA_SDI,SAN DIEGO,22
920,CA,CA_SDI,SAN DIEGO,28
921,CA,CA_SDI,SAN DIEGO,4
922,CA,CA_SDI,SAN DIEGO,95
923,CA,CA_ONT,ONTARIO,47
924,CA,CA_ONT,ONTARIO,18
925,CA,CA_ONT,ONTARIO,31
926,CA,CA_ONT,ONTARIO,30
927,CA,CA_ONT,ONTARIO,26
928,CA,CA_ONT,ONTARIO,19
930,CA,CA_LAX,LOS ANGELES,54
931,CA,CA_LAX,LOS ANGELES,93
932,CA,CA_FRS,FRESNO,77
933,CA,CA_LAX,LOS ANGELES,105
934,CA,CA_FRS,FRESNO,121
935,CA,CA_ONT,ONTARIO,114
936,CA,CA_FRS,FRESNO,6
937,CA,CA_FRS,FRESNO,5
939,CA,CA_FRS,FRESNO,101
940,CA,CA_SFR,SAN FRANCISCO,23
941,CA,CA_SFR,SAN FRANCISCO,1
943,CA,CA_SFR,SAN FRANCISCO,29
944,CA,CA_SFR,SAN FRANCISCO,17
945,CA,CA_SFR,SAN FRANCISCO,23
946,CA,CA_SFR,SAN FRANCISCO,11
947,CA,CA_SFR,SAN FRANCISCO,10
948,CA,CA_SFR,SAN FRANCISCO,12
949,CA,CA_SFR,SAN FRANCISCO,25
950,CA,CA_SFR,SAN FRANCISCO,57
951,CA,CA_SFR,SAN FRANCISCO,45
952,CA,CA_STK,STOCKTON,22
953,CA,CA_STK,STOCKTON,40
954,CA,CA_SFR,SAN FRANCISCO,85
955,CA,OR_MED,MEDFORD,121
956,CA,CA_STK,STOCKTON,47
957,CA,CA_STK,STOCKTON,69
958,CA,CA_STK,STOCKTON,43
959,CA,NV_REN,RENO,90
960,CA,OR_MED,MEDFORD,99
961,CA,NV_REN,RENO,43
967,HI,CA_SFR,SAN FRANCISCO,2388
968,HI,CA_SFR,SAN FRANCISCO,2393
970,OR,OR_POR,PORTLAND,19
971,OR,OR_POR,PORTLAND,42
972,OR,OR_POR,PORTLAND,6
973,OR,OR_POR,PORTLAND,56
974,OR,OR_MED,MEDFORD,94
975,OR,OR_MED,MEDFORD,13
976,OR,OR_MED,MEDFORD,89
977,OR,OR_POR,PORTLAND,152
978,OR,OR_PEN,PENDLETON,35
979,OR,OR_PEN,PENDLETON,134
980,WA,WA_SEA,SEATTLE,11
981,WA,WA_SEA,SEATTLE,1
982,WA,WA_SEA,SEATTLE,53
983,WA,WA_SEA,SEATTLE,20
984,WA,WA_SEA,SEATTLE,29
985,WA,WA_SEA,SEATTLE,63
986,WA,OR_POR,PORTLAND,36
988,WA,WA_SEA,SEATTLE,115
989,WA,WA_SEA,SEATTLE,104
990,WA,WA_SPO,SPOKANE,3
991,WA,WA_SPO,SPOKANE,29
992,WA,WA_SPO,SPOKANE,3
993,WA,OR_PEN,PENDLETON,48
994,WA,OR_PEN,PENDLETON,86
995,AK,WA_SEA,SEATTLE,1591
996,AK,WA_SEA,SEATTLE,1637
997,AK,WA_SEA,SEATTLE,1702
998,AK,WA_SEA,SEATTLE,883
999,AK,WA_SEA,SEATTLE,700
375,TN,TN_MEM,MEMPHIS,0
842,UT,UT_SLC,SALT LAKE CITY,50
851,AZ,AZ_PHO,PHOENIX,20
942,CA,CA_STK,STOCKTON,90
K6H,ON,QC_MON,CORNWALL,110
B2Z,NS,QC_MON,HALIFAX,800
R2C,MB,QC_MON,WINNIPEG,1200
R8N,MB,QC_MON,BRANDON,1400
