Orig \ Dest,AL_BIR,AL_DEC,AL_MOB,AL_MON,AR_FAY,AR_LIT,AZ_FLA,AZ_PHO,AZ_TUC,CA_FRS,CA_LAX,CA_ONT,CA_SDI,CA_SFR,CA_STK,CO_DEN,CO_GRA,CT_HAR,FL_JAX,FL_LAK,FL_MIA,FL_TAL,GA_ATL,GA_MAC,GA_SAV,GA_TIF,IA_CED,IA_DES,IA_DUB,ID_TWI,IL_BLO,IL_CHI,IL_JOL,IL_QUI,IL_RFD,IL_ROC,IL_TAY,IN_EVA,IN_FTW,IN_GRY,IN_IND,IN_SBD,IN_TER,KS_HUT,KY_BOW,KY_LEX,KY_LOU,LA_NEW,LA_SHR,MA_BOS,MA_SPR,MD_BAL,ME_AUG,MI_DET,MI_RAP,MI_SAG,MN_DUL,MN_MIN,MN_STC,MO_GIR,MO_JEF,MO_JOP,MO_KAN,MO_STL,MS_JAC,MT_BIL,MT_MIS,NC_CHA,NC_GRE,NC_RAL,NC_WIL,ND_BIS,ND_FAR,NE_NPL,NE_OMA,NH_BRI,NJ_ELI,NM_ALB,NV_REN,NV_VEG,NY_ALB,NY_BRN,NY_BUF,NY_ELM,NY_ROC,NY_SYR,OH_CIN,OH_CLE,OH_COL,OH_TOL,OK_OKC,OK_TUL,ON_TOR,OR_MED,OR_PEN,OR_POR,PA_ALL,PA_ERI,PA_HAR,PA_PHI,PA_PIT,QC_MON,SC_CHA,SC_COL,SC_GRE,SD_RAP,SD_SXF,TN_CHA,TN_KNO,TN_MEM,TN_NAS,TX_AMA,TX_ANT,TX_AUS,TX_DAL,TX_ELP,TX_FTW,TX_HOU,TX_LAR,TX_LUB,TX_MCA,TX_TEX,UT_SLC,VA_ALE,VA_NOR,VA_RCH,VA_ROA,VA_WIN,WA_SEA,WA_SPO,WI_EAU,WI_GRE,WI_MAD,WI_MIL,WV_CHA,WV_HUN,WY_GRE
VA_NOR,54.0,45.0,8.0,11.0,14.0,12.0,39.0,7.0,9.0,8.0,25.0,14.0,9.0,10.0,10.0,39.0,39.0,14.0,26.0,21.0,35.0,29.0,60.0,31.0,43.0,8.0,17.0,21.0,15.0,18.0,13.0,19.0,12.0,160.0,20.0,19.0,9.0,10.0,12.0,9.0,23.0,20.0,7.0,44.0,22.0,12.0,38.0,10.0,10.0,25.0,29.0,102.0,14.0,28.0,13.0,8.0,10.0,9.0,56.0,9.0,21.0,13.0,44.0,9.0,17.0,17.0,17.0,61.0,124.0,150.0,18.0,96.0,61.0,44.0,44.0,12.0,25.0,39.0,16.0,17.0,19.0,9.0,32.0,22.0,32.0,9.0,39.0,48.0,40.0,13.0,9.0,11.0,8.0,13.0,13.0,13.0,52.0,22.0,123.0,85.0,102.0,8.0,37.0,54.0,20.0,96.0,32.0,21.0,27.0,8.0,31.0,229.0,10.0,20.0,20.0,229.0,26.0,54.0,12.0,8.0,10.0,10.0,23.0,86.0,112.0,148.0,27.0,73.0,13.0,13.0,13.0,15.0,18.0,10.0,38.0,10.0,32.0
VA_RCH,26.0,10.0,12.0,9.0,14.0,11.0,11.0,11.0,14.0,9.0,21.0,15.0,21.0,12.0,12.0,65.0,17.0,25.0,17.0,32.0,25.0,8.0,39.0,24.0,20.0,11.0,13.0,15.0,14.0,15.0,19.0,19.0,17.0,149.0,20.0,17.0,10.0,7.0,9.0,20.0,12.0,8.0,10.0,44.0,24.0,9.0,14.0,27.0,19.0,33.0,9.0,79.0,17.0,17.0,8.0,13.0,99.0,14.0,60.0,9.0,25.0,15.0,7.0,8.0,10.0,14.0,14.0,116.0,96.0,116.0,79.0,99.0,60.0,44.0,44.0,19.0,30.0,8.0,10.0,8.0,19.0,26.0,12.0,14.0,11.0,14.0,23.0,24.0,20.0,19.0,17.0,16.0,13.0,16.0,16.0,16.0,48.0,62.0,98.0,35.0,77.0,13.0,22.0,53.0,33.0,99.0,31.0,26.0,24.0,14.0,33.0,254.0,9.0,24.0,33.0,8.0,53.0,35.0,10.0,9.0,9.0,11.0,38.0,225.0,79.0,374.0,133.0,29.0,8.0,16.0,8.0,12.0,12.0,15.0,15.0,13.0,36.0
VA_ROA,22.0,22.0,13.0,20.0,166.0,10.0,10.0,7.0,7.0,10.0,11.0,11.0,8.0,13.0,13.0,20.0,40.0,64.0,8.0,67.0,45.0,11.0,69.0,41.0,25.0,136.0,12.0,21.0,17.0,29.0,19.0,15.0,17.0,43.0,28.0,9.0,16.0,12.0,10.0,17.0,32.0,18.0,7.0,63.0,20.0,15.0,25.0,11.0,166.0,34.0,41.0,96.0,11.0,14.0,21.0,155.0,83.0,9.0,57.0,17.0,15.0,63.0,29.0,7.0,20.0,29.0,29.0,132.0,19.0,74.0,24.0,83.0,56.0,16.0,63.0,13.0,138.0,9.0,10.0,29.0,11.0,68.0,11.0,18.0,11.0,9.0,24.0,40.0,53.0,15.0,10.0,7.0,9.0,22.0,22.0,22.0,96.0,21.0,60.0,83.0,48.0,8.0,20.0,15.0,26.0,83.0,28.0,31.0,15.0,16.0,13.0,166.0,12.0,15.0,36.0,7.0,49.0,13.0,9.0,12.0,8.0,166.0,16.0,108.0,38.0,76.0,78.0,12.0,16.0,22.0,155.0,12.0,9.0,14.0,68.0,86.0,28.0
VA_WIN,24.0,17.0,18.0,25.0,7.0,10.0,9.0,9.0,8.0,9.0,24.0,13.0,17.0,8.0,8.0,8.0,30.0,65.0,16.0,69.0,31.0,19.0,107.0,101.0,11.0,18.0,18.0,18.0,15.0,17.0,10.0,9.0,7.0,62.0,12.0,24.0,15.0,14.0,19.0,8.0,40.0,11.0,9.0,33.0,24.0,8.0,12.0,11.0,9.0,38.0,43.0,132.0,17.0,43.0,32.0,21.0,100.0,66.0,32.0,24.0,19.0,8.0,17.0,7.0,16.0,17.0,17.0,120.0,83.0,147.0,30.0,100.0,100.0,33.0,8.0,16.0,37.0,30.0,17.0,8.0,17.0,12.0,42.0,42.0,40.0,39.0,11.0,44.0,55.0,35.0,12.0,9.0,19.0,8.0,8.0,8.0,54.0,8.0,42.0,33.0,16.0,77.0,10.0,11.0,87.0,100.0,10.0,11.0,20.0,9.0,19.0,221.0,32.0,14.0,32.0,221.0,23.0,67.0,21.0,221.0,12.0,221.0,30.0,230.0,18.0,43.0,13.0,96.0,8.0,8.0,39.0,21.0,14.0,12.0,40.0,40.0,17.0
WA_SEA,8.0,58.0,58.0,8.0,166.0,10.0,17.0,21.0,14.0,61.0,113.0,65.0,27.0,34.0,107.0,50.0,23.0,7.0,36.0,14.0,10.0,36.0,29.0,19.0,36.0,36.0,89.0,89.0,89.0,53.0,11.0,16.0,14.0,40.0,9.0,7.0,40.0,11.0,109.0,14.0,8.0,109.0,40.0,36.0,12.0,40.0,40.0,166.0,166.0,7.0,7.0,21.0,7.0,109.0,109.0,109.0,89.0,13.0,34.0,15.0,19.0,36.0,10.0,36.0,58.0,28.0,64.0,11.0,21.0,21.0,21.0,20.0,28.0,12.0,36.0,7.0,9.0,13.0,52.0,24.0,50.0,50.0,50.0,50.0,50.0,50.0,8.0,8.0,8.0,46.0,7.0,166.0,11.0,48.0,37.0,226.0,50.0,50.0,16.0,7.0,50.0,11.0,21.0,21.0,16.0,24.0,26.0,13.0,58.0,8.0,7.0,166.0,9.0,9.0,27.0,8.0,25.0,56.0,10.0,8.0,12.0,7.0,63.0,21.0,13.0,8.0,21.0,21.0,411.0,104.0,9.0,109.0,10.0,12.0,21.0,21.0,26.0
WA_SPO,9.0,9.0,9.0,9.0,7.0,90.0,9.0,13.0,9.0,18.0,35.0,30.0,22.0,18.0,21.0,41.0,24.0,18.0,12.0,12.0,8.0,12.0,9.0,9.0,12.0,12.0,32.0,15.0,32.0,11.0,48.0,12.0,12.0,20.0,9.0,48.0,20.0,20.0,48.0,7.0,48.0,48.0,20.0,46.0,20.0,7.0,20.0,90.0,90.0,21.0,19.0,8.0,21.0,48.0,48.0,48.0,32.0,9.0,32.0,78.0,15.0,7.0,7.0,78.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,32.0,32.0,7.0,8.0,21.0,8.0,10.0,9.0,7.0,47.0,47.0,47.0,47.0,47.0,47.0,8.0,8.0,10.0,48.0,16.0,90.0,9.0,8.0,33.0,22.0,47.0,8.0,20.0,16.0,9.0,9.0,9.0,9.0,9.0,32.0,7.0,9.0,9.0,9.0,9.0,90.0,10.0,13.0,19.0,12.0,17.0,8.0,8.0,10.0,8.0,90.0,44.0,10.0,10.0,10.0,10.0,12.0,45.0,12.0,48.0,48.0,10.0,8.0,10.0,10.0,18.0
WI_EAU,13.0,9.0,86.0,9.0,8.0,8.0,12.0,19.0,18.0,23.0,26.0,24.0,23.0,21.0,21.0,8.0,64.0,10.0,12.0,12.0,14.0,12.0,9.0,22.0,10.0,8.0,158.0,178.0,13.0,7.0,12.0,33.0,20.0,22.0,17.0,12.0,16.0,65.0,11.0,26.0,98.0,12.0,9.0,21.0,14.0,9.0,14.0,118.0,118.0,15.0,19.0,15.0,24.0,8.0,13.0,15.0,27.0,50.0,14.0,8.0,11.0,20.0,11.0,8.0,86.0,8.0,30.0,10.0,13.0,17.0,10.0,63.0,8.0,59.0,9.0,24.0,13.0,9.0,30.0,12.0,71.0,21.0,9.0,8.0,71.0,9.0,13.0,9.0,7.0,12.0,16.0,16.0,12.0,17.0,7.0,17.0,14.0,71.0,19.0,19.0,9.0,12.0,7.0,15.0,12.0,31.0,24.0,7.0,21.0,19.0,15.0,118.0,11.0,41.0,9.0,8.0,8.0,35.0,18.0,8.0,18.0,118.0,9.0,15.0,25.0,25.0,45.0,45.0,17.0,9.0,21.0,8.0,12.0,15.0,8.0,8.0,11.0
WI_GRE,11.0,20.0,8.0,9.0,14.0,11.0,12.0,30.0,30.0,8.0,24.0,25.0,28.0,15.0,15.0,8.0,10.0,15.0,23.0,17.0,11.0,23.0,11.0,15.0,23.0,12.0,149.0,22.0,151.0,9.0,25.0,82.0,43.0,148.0,14.0,153.0,10.0,10.0,37.0,31.0,40.0,39.0,12.0,7.0,17.0,11.0,17.0,9.0,8.0,9.0,12.0,17.0,10.0,15.0,29.0,11.0,11.0,23.0,10.0,30.0,31.0,13.0,14.0,17.0,14.0,14.0,12.0,10.0,9.0,9.0,13.0,20.0,12.0,11.0,13.0,8.0,29.0,9.0,32.0,11.0,18.0,22.0,7.0,13.0,16.0,17.0,11.0,20.0,30.0,11.0,9.0,11.0,8.0,33.0,7.0,10.0,35.0,26.0,9.0,21.0,11.0,22.0,9.0,16.0,15.0,9.0,8.0,30.0,8.0,14.0,16.0,266.0,25.0,16.0,16.0,17.0,17.0,27.0,33.0,19.0,8.0,8.0,13.0,18.0,10.0,10.0,10.0,24.0,7.0,13.0,12.0,13.0,16.0,29.0,12.0,78.0,15.0
WI_MAD,23.0,13.0,8.0,9.0,9.0,27.0,9.0,12.0,14.0,8.0,22.0,8.0,25.0,9.0,9.0,13.0,13.0,8.0,11.0,23.0,17.0,11.0,14.0,38.0,27.0,20.0,15.0,20.0,18.0,18.0,22.0,44.0,34.0,8.0,35.0,22.0,11.0,11.0,17.0,30.0,35.0,39.0,7.0,8.0,11.0,13.0,8.0,7.0,8.0,10.0,15.0,25.0,14.0,25.0,14.0,52.0,17.0,38.0,20.0,10.0,17.0,15.0,49.0,17.0,8.0,15.0,12.0,11.0,16.0,15.0,28.0,27.0,22.0,16.0,28.0,11.0,8.0,9.0,14.0,8.0,18.0,13.0,21.0,21.0,20.0,15.0,23.0,39.0,33.0,14.0,84.0,48.0,21.0,10.0,15.0,14.0,8.0,8.0,11.0,14.0,32.0,34.0,23.0,8.0,9.0,9.0,24.0,12.0,13.0,50.0,10.0,420.0,16.0,19.0,31.0,8.0,26.0,30.0,23.0,9.0,23.0,9.0,8.0,12.0,10.0,19.0,10.0,9.0,26.0,10.0,56.0,8.0,21.0,22.0,12.0,124.0,10.0
WI_MIL,20.0,10.0,10.0,22.0,9.0,7.0,13.0,12.0,15.0,16.0,18.0,16.0,26.0,16.0,9.0,11.0,13.0,14.0,26.0,23.0,17.0,29.0,32.0,28.0,19.0,13.0,17.0,15.0,16.0,10.0,24.0,82.0,61.0,18.0,30.0,31.0,10.0,25.0,14.0,10.0,36.0,24.0,23.0,9.0,31.0,10.0,13.0,16.0,8.0,17.0,25.0,17.0,16.0,82.0,25.0,24.0,11.0,52.0,22.0,33.0,10.0,13.0,25.0,22.0,9.0,19.0,16.0,14.0,15.0,10.0,13.0,14.0,11.0,13.0,12.0,12.0,19.0,8.0,44.0,11.0,12.0,9.0,12.0,31.0,8.0,11.0,40.0,53.0,42.0,23.0,55.0,31.0,14.0,9.0,14.0,14.0,13.0,17.0,21.0,38.0,73.0,34.0,14.0,23.0,9.0,7.0,15.0,14.0,14.0,35.0,29.0,411.0,15.0,18.0,30.0,12.0,30.0,57.0,16.0,11.0,16.0,10.0,7.0,29.0,12.0,11.0,18.0,14.0,16.0,19.0,24.0,68.0,57.0,77.0,11.0,11.0,11.0
WV_CHA,26.0,29.0,16.0,23.0,9.0,16.0,28.0,28.0,28.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,8.0,18.0,8.0,8.0,13.0,10.0,11.0,154.0,9.0,9.0,124.0,124.0,124.0,11.0,13.0,21.0,11.0,11.0,46.0,11.0,8.0,14.0,20.0,13.0,36.0,22.0,11.0,21.0,19.0,28.0,9.0,9.0,7.0,22.0,36.0,15.0,47.0,9.0,14.0,11.0,124.0,124.0,124.0,14.0,8.0,21.0,9.0,8.0,112.0,11.0,11.0,19.0,14.0,15.0,19.0,113.0,114.0,21.0,21.0,47.0,12.0,28.0,11.0,11.0,19.0,10.0,17.0,17.0,17.0,14.0,14.0,29.0,27.0,14.0,9.0,8.0,20.0,8.0,8.0,8.0,31.0,8.0,40.0,28.0,32.0,11.0,8.0,14.0,12.0,124.0,124.0,28.0,21.0,34.0,19.0,116.0,10.0,12.0,10.0,116.0,8.0,8.0,11.0,116.0,10.0,8.0,13.0,9.0,21.0,13.0,13.0,11.0,8.0,8.0,46.0,18.0,14.0,13.0,41.0,52.0,15.0
WV_HUN,26.0,27.0,16.0,24.0,92.0,13.0,17.0,17.0,17.0,7.0,8.0,8.0,8.0,18.0,18.0,17.0,7.0,15.0,9.0,8.0,12.0,10.0,12.0,88.0,14.0,11.0,9.0,9.0,9.0,10.0,17.0,19.0,19.0,8.0,173.0,23.0,9.0,19.0,7.0,23.0,17.0,28.0,22.0,21.0,26.0,8.0,8.0,8.0,9.0,12.0,19.0,13.0,27.0,20.0,11.0,12.0,9.0,9.0,9.0,16.0,8.0,21.0,9.0,10.0,88.0,10.0,10.0,23.0,8.0,10.0,11.0,9.0,9.0,21.0,21.0,27.0,13.0,17.0,10.0,10.0,38.0,38.0,125.0,125.0,125.0,38.0,34.0,64.0,22.0,19.0,92.0,92.0,10.0,8.0,8.0,8.0,18.0,31.0,28.0,35.0,46.0,15.0,10.0,16.0,17.0,9.0,9.0,15.0,15.0,40.0,22.0,92.0,8.0,20.0,16.0,92.0,17.0,19.0,7.0,92.0,8.0,8.0,9.0,15.0,8.0,24.0,9.0,10.0,8.0,8.0,23.0,9.0,23.0,173.0,46.0,52.0,11.0
WY_GRE,10.0,9.0,110.0,110.0,8.0,7.0,79.0,122.0,34.0,24.0,30.0,48.0,16.0,16.0,35.0,76.0,21.0,11.0,35.0,15.0,29.0,35.0,18.0,9.0,9.0,35.0,83.0,7.0,83.0,63.0,9.0,54.0,29.0,68.0,28.0,128.0,11.0,68.0,128.0,34.0,17.0,8.0,68.0,26.0,17.0,11.0,13.0,424.0,13.0,14.0,12.0,39.0,14.0,22.0,11.0,17.0,83.0,12.0,8.0,70.0,8.0,8.0,13.0,16.0,110.0,12.0,20.0,22.0,11.0,12.0,9.0,11.0,83.0,10.0,9.0,14.0,11.0,24.0,19.0,15.0,66.0,9.0,66.0,66.0,66.0,66.0,7.0,10.0,25.0,23.0,15.0,13.0,10.0,8.0,18.0,11.0,66.0,66.0,10.0,15.0,12.0,10.0,9.0,8.0,28.0,8.0,18.0,11.0,18.0,10.0,16.0,424.0,14.0,18.0,43.0,53.0,49.0,55.0,11.0,32.0,22.0,12.0,13.0,19.0,13.0,22.0,14.0,100.0,32.0,40.0,11.0,128.0,7.0,8.0,12.0,12.0,39.0
