Orig \ Dest,AL_BIR,AL_DEC,AL_MOB,AL_MON,AR_FAY,AR_LIT,AZ_FLA,AZ_PHO,AZ_TUC,CA_FRS,CA_LAX,CA_ONT,CA_SDI,CA_SFR,CA_STK,CO_DEN,CO_GRA,CT_HAR,FL_JAX,FL_LAK,FL_MIA,FL_TAL,GA_ATL,GA_MAC,GA_SAV,GA_TIF,IA_CED,IA_DES,IA_DUB,ID_TWI,IL_BLO,IL_CHI,IL_JOL,IL_QUI,IL_RFD,IL_ROC,IL_TAY,IN_EVA,IN_FTW,IN_GRY,IN_IND,IN_SBD,IN_TER,KS_HUT,KY_BOW,KY_LEX,KY_LOU,LA_NEW,LA_SHR,MA_BOS,MA_SPR,MD_BAL,ME_AUG,MI_DET,MI_RAP,MI_SAG,MN_DUL,MN_MIN,MN_STC,MO_GIR,MO_JEF,MO_JOP,MO_KAN,MO_STL,MS_JAC,MT_BIL,MT_MIS,NC_CHA,NC_GRE,NC_RAL,NC_WIL,ND_BIS,ND_FAR,NE_NPL,NE_OMA,NH_BRI,NJ_ELI,NM_ALB,NV_REN,NV_VEG,NY_ALB,NY_BRN,NY_BUF,NY_ELM,NY_ROC,NY_SYR,OH_CIN,OH_CLE,OH_COL,OH_TOL,OK_OKC,OK_TUL,ON_TOR,OR_MED,OR_PEN,OR_POR,PA_ALL,PA_ERI,PA_HAR,PA_PHI,PA_PIT,QC_MON,SC_CHA,SC_COL,SC_GRE,SD_RAP,SD_SXF,TN_CHA,TN_KNO,TN_MEM,TN_NAS,TX_AMA,TX_ANT,TX_AUS,TX_DAL,TX_ELP,TX_FTW,TX_HOU,TX_LAR,TX_LUB,TX_MCA,TX_TEX,UT_SLC,VA_ALE,VA_NOR,VA_RCH,VA_ROA,VA_WIN,WA_SEA,WA_SPO,WI_EAU,WI_GRE,WI_MAD,WI_MIL,WV_CHA,WV_HUN,WY_GRE
GA_MAC,29.0,57.0,34.0,11.0,8.0,9.0,11.0,23.0,21.0,63.0,52.0,52.0,50.0,48.0,48.0,36.0,75.0,38.0,27.0,211.0,54.0,18.0,315.0,53.0,118.0,97.0,17.0,25.0,19.0,22.0,9.0,38.0,31.0,13.0,8.0,32.0,41.0,25.0,7.0,24.0,8.0,7.0,12.0,9.0,22.0,15.0,17.0,9.0,25.0,41.0,8.0,10.0,21.0,41.0,29.0,10.0,65.0,22.0,19.0,17.0,40.0,7.0,27.0,34.0,9.0,10.0,12.0,73.0,26.0,83.0,45.0,7.0,9.0,14.0,20.0,20.0,12.0,14.0,11.0,31.0,12.0,35.0,22.0,23.0,22.0,11.0,11.0,28.0,17.0,51.0,31.0,9.0,9.0,12.0,22.0,9.0,16.0,14.0,9.0,22.0,36.0,8.0,31.0,30.0,51.0,65.0,20.0,17.0,29.0,31.0,21.0,11.0,12.0,15.0,9.0,12.0,13.0,66.0,15.0,26.0,15.0,22.0,16.0,10.0,8.0,11.0,45.0,48.0,15.0,12.0,8.0,9.0,8.0,11.0,17.0,189.0,25.0
GA_SAV,164.0,64.0,87.0,59.0,13.0,30.0,11.0,15.0,17.0,16.0,24.0,12.0,8.0,9.0,9.0,11.0,47.0,17.0,194.0,340.0,166.0,34.0,372.0,53.0,235.0,66.0,14.0,21.0,11.0,8.0,10.0,22.0,17.0,300.0,22.0,15.0,10.0,31.0,13.0,46.0,62.0,24.0,35.0,11.0,216.0,34.0,46.0,127.0,28.0,16.0,8.0,51.0,17.0,24.0,11.0,7.0,73.0,12.0,15.0,32.0,9.0,18.0,15.0,15.0,84.0,9.0,34.0,156.0,119.0,127.0,37.0,9.0,13.0,8.0,15.0,16.0,29.0,9.0,34.0,10.0,33.0,10.0,8.0,10.0,11.0,32.0,49.0,32.0,35.0,23.0,9.0,23.0,18.0,24.0,11.0,10.0,70.0,28.0,65.0,48.0,48.0,18.0,322.0,365.0,122.0,73.0,8.0,60.0,338.0,57.0,554.0,963.0,35.0,29.0,195.0,12.0,185.0,244.0,11.0,16.0,11.0,11.0,8.0,21.0,39.0,70.0,59.0,22.0,8.0,9.0,8.0,18.0,22.0,15.0,31.0,9.0,34.0
GA_TIF,107.0,71.0,62.0,22.0,19.0,16.0,8.0,10.0,11.0,9.0,12.0,7.0,14.0,9.0,9.0,9.0,37.0,32.0,126.0,329.0,114.0,25.0,404.0,43.0,268.0,99.0,9.0,8.0,9.0,26.0,7.0,47.0,38.0,121.0,8.0,10.0,121.0,10.0,18.0,10.0,17.0,10.0,11.0,12.0,187.0,13.0,24.0,10.0,14.0,10.0,37.0,43.0,17.0,10.0,7.0,8.0,44.0,8.0,12.0,31.0,11.0,22.0,7.0,7.0,22.0,26.0,26.0,119.0,35.0,123.0,44.0,44.0,44.0,48.0,7.0,16.0,20.0,14.0,8.0,9.0,11.0,14.0,8.0,8.0,8.0,16.0,11.0,10.0,10.0,9.0,12.0,19.0,9.0,15.0,15.0,8.0,35.0,213.0,45.0,16.0,12.0,17.0,49.0,46.0,99.0,44.0,7.0,38.0,209.0,24.0,343.0,363.0,9.0,13.0,18.0,22.0,23.0,68.0,17.0,25.0,17.0,9.0,8.0,35.0,9.0,15.0,9.0,30.0,7.0,15.0,9.0,183.0,9.0,14.0,18.0,8.0,26.0
IA_CED,27.0,19.0,13.0,14.0,278.0,10.0,34.0,8.0,11.0,10.0,10.0,10.0,10.0,7.0,7.0,17.0,34.0,7.0,27.0,7.0,10.0,28.0,46.0,26.0,25.0,20.0,49.0,11.0,46.0,7.0,8.0,11.0,13.0,27.0,9.0,46.0,16.0,15.0,86.0,11.0,132.0,72.0,9.0,53.0,37.0,9.0,22.0,32.0,8.0,8.0,9.0,12.0,16.0,107.0,43.0,23.0,88.0,28.0,20.0,31.0,13.0,27.0,8.0,8.0,128.0,13.0,12.0,17.0,11.0,14.0,18.0,12.0,14.0,19.0,8.0,8.0,12.0,34.0,20.0,20.0,10.0,62.0,14.0,62.0,14.0,62.0,46.0,13.0,21.0,134.0,63.0,54.0,14.0,15.0,15.0,15.0,9.0,13.0,12.0,16.0,19.0,19.0,20.0,7.0,8.0,10.0,15.0,50.0,39.0,18.0,10.0,16.0,22.0,41.0,92.0,278.0,92.0,38.0,14.0,22.0,14.0,278.0,34.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,27.0,20.0,9.0,11.0,12.0,12.0,20.0
IA_DES,13.0,13.0,11.0,21.0,12.0,8.0,10.0,16.0,19.0,20.0,12.0,20.0,14.0,13.0,13.0,20.0,9.0,16.0,8.0,19.0,8.0,16.0,29.0,14.0,8.0,29.0,16.0,160.0,11.0,14.0,15.0,49.0,40.0,35.0,11.0,7.0,33.0,12.0,10.0,12.0,28.0,12.0,7.0,23.0,9.0,15.0,13.0,8.0,36.0,12.0,9.0,31.0,13.0,9.0,13.0,15.0,9.0,19.0,11.0,8.0,37.0,19.0,8.0,39.0,14.0,8.0,18.0,20.0,10.0,8.0,24.0,34.0,18.0,10.0,17.0,12.0,15.0,12.0,45.0,11.0,14.0,173.0,18.0,10.0,18.0,11.0,15.0,10.0,11.0,9.0,32.0,14.0,18.0,33.0,14.0,10.0,9.0,17.0,12.0,53.0,8.0,23.0,23.0,14.0,11.0,7.0,16.0,7.0,43.0,28.0,7.0,40.0,13.0,13.0,22.0,28.0,14.0,15.0,30.0,56.0,15.0,35.0,7.0,16.0,8.0,17.0,13.0,8.0,16.0,16.0,49.0,11.0,32.0,22.0,92.0,92.0,12.0
IA_DUB,30.0,17.0,14.0,14.0,8.0,7.0,41.0,10.0,12.0,14.0,9.0,14.0,13.0,12.0,10.0,14.0,41.0,12.0,11.0,25.0,22.0,16.0,35.0,25.0,9.0,8.0,19.0,16.0,93.0,17.0,13.0,30.0,23.0,13.0,12.0,24.0,10.0,13.0,23.0,41.0,74.0,30.0,17.0,42.0,38.0,38.0,14.0,19.0,8.0,8.0,13.0,18.0,20.0,99.0,20.0,21.0,89.0,17.0,12.0,10.0,25.0,17.0,15.0,23.0,153.0,17.0,17.0,13.0,11.0,13.0,10.0,9.0,11.0,55.0,15.0,8.0,11.0,41.0,8.0,8.0,8.0,90.0,11.0,11.0,11.0,90.0,10.0,14.0,58.0,43.0,9.0,49.0,10.0,9.0,9.0,9.0,11.0,12.0,13.0,11.0,19.0,20.0,8.0,15.0,10.0,10.0,32.0,48.0,34.0,14.0,11.0,16.0,14.0,13.0,15.0,8.0,16.0,33.0,15.0,8.0,15.0,309.0,41.0,8.0,37.0,37.0,8.0,37.0,9.0,9.0,10.0,16.0,7.0,25.0,37.0,37.0,17.0
ID_TWI,43.0,43.0,43.0,43.0,10.0,151.0,34.0,42.0,8.0,45.0,24.0,19.0,12.0,28.0,30.0,61.0,29.0,65.0,46.0,17.0,15.0,46.0,17.0,11.0,46.0,46.0,21.0,8.0,21.0,29.0,43.0,12.0,8.0,20.0,43.0,43.0,20.0,20.0,12.0,12.0,14.0,14.0,20.0,20.0,9.0,20.0,20.0,151.0,151.0,10.0,10.0,9.0,10.0,43.0,43.0,43.0,21.0,21.0,7.0,63.0,13.0,9.0,10.0,8.0,43.0,20.0,31.0,57.0,9.0,9.0,77.0,21.0,21.0,10.0,14.0,10.0,8.0,14.0,17.0,14.0,100.0,71.0,100.0,100.0,100.0,100.0,20.0,43.0,8.0,43.0,10.0,151.0,10.0,22.0,10.0,19.0,100.0,100.0,9.0,8.0,100.0,10.0,77.0,77.0,60.0,21.0,13.0,43.0,43.0,43.0,9.0,151.0,12.0,20.0,18.0,17.0,25.0,18.0,9.0,10.0,9.0,151.0,7.0,7.0,17.0,17.0,17.0,17.0,34.0,8.0,43.0,9.0,10.0,9.0,17.0,17.0,17.0
IL_BLO,13.0,11.0,29.0,17.0,20.0,9.0,8.0,8.0,9.0,19.0,50.0,50.0,45.0,70.0,70.0,28.0,25.0,8.0,25.0,12.0,23.0,28.0,27.0,19.0,11.0,14.0,10.0,17.0,20.0,9.0,30.0,93.0,49.0,25.0,9.0,50.0,29.0,8.0,13.0,33.0,40.0,43.0,20.0,22.0,49.0,43.0,31.0,20.0,31.0,28.0,11.0,19.0,16.0,15.0,25.0,8.0,9.0,69.0,12.0,50.0,53.0,33.0,33.0,29.0,17.0,38.0,33.0,20.0,11.0,14.0,15.0,38.0,11.0,18.0,15.0,12.0,12.0,9.0,17.0,21.0,7.0,14.0,12.0,10.0,12.0,7.0,54.0,46.0,115.0,49.0,12.0,8.0,16.0,8.0,32.0,11.0,14.0,14.0,32.0,16.0,35.0,16.0,17.0,26.0,19.0,11.0,26.0,12.0,21.0,16.0,50.0,12.0,13.0,9.0,41.0,14.0,36.0,16.0,27.0,13.0,10.0,29.0,11.0,14.0,14.0,18.0,17.0,12.0,14.0,8.0,11.0,18.0,25.0,22.0,16.0,17.0,39.0
IL_CHI,68.0,22.0,23.0,12.0,11.0,9.0,10.0,34.0,21.0,40.0,68.0,39.0,19.0,33.0,30.0,59.0,9.0,24.0,17.0,59.0,64.0,9.0,125.0,61.0,17.0,13.0,23.0,89.0,97.0,15.0,139.0,661.0,490.0,37.0,85.0,303.0,125.0,76.0,192.0,104.0,365.0,241.0,121.0,32.0,71.0,148.0,112.0,88.0,26.0,63.0,13.0,57.0,16.0,227.0,151.0,44.0,51.0,232.0,108.0,47.0,94.0,37.0,152.0,215.0,22.0,17.0,9.0,89.0,27.0,39.0,10.0,35.0,64.0,51.0,77.0,11.0,68.0,10.0,13.0,12.0,8.0,21.0,24.0,23.0,51.0,30.0,259.0,276.0,200.0,107.0,47.0,36.0,13.0,68.0,16.0,11.0,54.0,11.0,81.0,70.0,105.0,8.0,11.0,27.0,27.0,14.0,73.0,50.0,52.0,105.0,68.0,7.0,41.0,28.0,158.0,23.0,156.0,196.0,46.0,36.0,23.0,18.0,25.0,31.0,15.0,26.0,41.0,26.0,20.0,11.0,67.0,137.0,193.0,142.0,8.0,19.0,10.0
IL_JOL,71.0,8.0,24.0,10.0,11.0,12.0,9.0,21.0,13.0,35.0,39.0,34.0,17.0,25.0,24.0,42.0,27.0,23.0,13.0,44.0,34.0,8.0,102.0,45.0,8.0,10.0,41.0,68.0,49.0,17.0,38.0,453.0,358.0,35.0,51.0,96.0,64.0,43.0,127.0,41.0,290.0,187.0,82.0,20.0,77.0,96.0,59.0,33.0,19.0,43.0,9.0,54.0,13.0,160.0,89.0,38.0,42.0,191.0,79.0,28.0,83.0,42.0,127.0,147.0,11.0,37.0,27.0,79.0,15.0,36.0,11.0,16.0,46.0,43.0,77.0,8.0,55.0,10.0,18.0,12.0,21.0,14.0,18.0,20.0,33.0,16.0,186.0,199.0,153.0,49.0,41.0,10.0,12.0,33.0,15.0,12.0,44.0,51.0,62.0,55.0,65.0,20.0,10.0,25.0,18.0,10.0,54.0,46.0,32.0,91.0,71.0,7.0,38.0,29.0,130.0,11.0,133.0,98.0,29.0,23.0,18.0,8.0,33.0,18.0,12.0,15.0,57.0,22.0,16.0,8.0,54.0,89.0,145.0,121.0,10.0,8.0,25.0
IL_QUI,8.0,17.0,65.0,65.0,26.0,13.0,24.0,10.0,10.0,8.0,8.0,8.0,8.0,13.0,13.0,24.0,24.0,8.0,14.0,11.0,11.0,14.0,27.0,23.0,8.0,8.0,8.0,13.0,13.0,15.0,17.0,20.0,16.0,7.0,9.0,9.0,20.0,25.0,9.0,42.0,30.0,27.0,25.0,9.0,15.0,25.0,7.0,52.0,52.0,10.0,8.0,8.0,8.0,7.0,72.0,7.0,17.0,8.0,17.0,27.0,13.0,9.0,13.0,7.0,65.0,10.0,15.0,14.0,14.0,8.0,14.0,13.0,13.0,9.0,40.0,8.0,69.0,24.0,15.0,15.0,109.0,109.0,14.0,109.0,14.0,109.0,9.0,7.0,7.0,72.0,8.0,8.0,8.0,11.0,11.0,11.0,63.0,109.0,65.0,70.0,109.0,10.0,14.0,14.0,14.0,13.0,17.0,13.0,9.0,22.0,9.0,52.0,52.0,17.0,14.0,8.0,13.0,15.0,52.0,8.0,52.0,52.0,24.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,72.0,72.0,9.0,12.0,8.0,8.0,8.0
IL_RFD,22.0,13.0,23.0,75.0,48.0,31.0,21.0,8.0,10.0,48.0,12.0,12.0,10.0,38.0,37.0,10.0,29.0,41.0,39.0,16.0,10.0,40.0,13.0,64.0,28.0,21.0,9.0,13.0,28.0,24.0,16.0,28.0,22.0,7.0,11.0,14.0,12.0,11.0,15.0,26.0,29.0,33.0,8.0,11.0,8.0,10.0,8.0,43.0,33.0,58.0,9.0,22.0,13.0,20.0,13.0,84.0,12.0,31.0,12.0,8.0,16.0,10.0,44.0,14.0,22.0,33.0,29.0,66.0,11.0,9.0,30.0,49.0,60.0,27.0,25.0,12.0,97.0,10.0,18.0,22.0,12.0,26.0,16.0,16.0,16.0,11.0,20.0,34.0,26.0,10.0,75.0,69.0,26.0,8.0,22.0,19.0,8.0,39.0,8.0,10.0,30.0,43.0,24.0,60.0,8.0,111.0,20.0,11.0,10.0,76.0,10.0,564.0,14.0,14.0,24.0,27.0,21.0,21.0,16.0,32.0,16.0,24.0,47.0,11.0,33.0,11.0,9.0,48.0,19.0,15.0,12.0,11.0,9.0,19.0,193.0,15.0,44.0
IL_ROC,56.0,17.0,12.0,9.0,9.0,19.0,13.0,15.0,10.0,8.0,8.0,13.0,10.0,8.0,8.0,34.0,108.0,13.0,28.0,26.0,22.0,35.0,51.0,30.0,12.0,11.0,42.0,20.0,16.0,8.0,46.0,203.0,99.0,19.0,20.0,36.0,25.0,17.0,27.0,38.0,68.0,96.0,11.0,50.0,52.0,8.0,30.0,17.0,10.0,9.0,20.0,36.0,24.0,121.0,36.0,27.0,15.0,52.0,22.0,19.0,44.0,19.0,59.0,51.0,10.0,32.0,26.0,37.0,39.0,24.0,11.0,10.0,12.0,10.0,64.0,24.0,16.0,108.0,11.0,12.0,9.0,8.0,11.0,7.0,11.0,8.0,24.0,39.0,153.0,77.0,12.0,60.0,11.0,41.0,41.0,9.0,15.0,15.0,11.0,13.0,60.0,28.0,14.0,12.0,13.0,8.0,31.0,32.0,21.0,30.0,49.0,16.0,25.0,22.0,32.0,12.0,38.0,44.0,25.0,15.0,23.0,11.0,32.0,12.0,9.0,13.0,35.0,10.0,15.0,16.0,32.0,12.0,35.0,39.0,100.0,100.0,33.0
IL_TAY,14.0,15.0,11.0,9.0,37.0,7.0,12.0,17.0,15.0,30.0,10.0,10.0,12.0,30.0,30.0,8.0,66.0,8.0,17.0,16.0,17.0,8.0,17.0,27.0,24.0,15.0,13.0,9.0,10.0,10.0,34.0,40.0,14.0,20.0,31.0,24.0,33.0,35.0,19.0,14.0,27.0,22.0,52.0,24.0,13.0,14.0,9.0,10.0,18.0,11.0,11.0,16.0,21.0,16.0,13.0,338.0,26.0,9.0,12.0,10.0,9.0,37.0,24.0,21.0,141.0,8.0,30.0,21.0,36.0,8.0,8.0,11.0,9.0,8.0,16.0,21.0,10.0,11.0,9.0,9.0,208.0,8.0,8.0,208.0,8.0,208.0,20.0,30.0,11.0,18.0,12.0,15.0,11.0,8.0,36.0,11.0,56.0,10.0,19.0,8.0,31.0,11.0,14.0,20.0,23.0,12.0,14.0,10.0,8.0,19.0,19.0,9.0,9.0,10.0,55.0,12.0,25.0,39.0,19.0,23.0,15.0,9.0,16.0,7.0,10.0,9.0,7.0,13.0,8.0,14.0,32.0,26.0,14.0,22.0,11.0,18.0,12.0
IN_EVA,43.0,27.0,12.0,17.0,25.0,19.0,79.0,30.0,8.0,20.0,19.0,19.0,18.0,12.0,51.0,36.0,26.0,19.0,26.0,12.0,10.0,20.0,31.0,35.0,7.0,17.0,51.0,8.0,47.0,9.0,10.0,74.0,40.0,14.0,8.0,20.0,8.0,17.0,11.0,46.0,31.0,43.0,14.0,96.0,98.0,18.0,16.0,9.0,10.0,14.0,17.0,27.0,9.0,79.0,55.0,46.0,8.0,31.0,23.0,15.0,8.0,27.0,13.0,15.0,10.0,22.0,22.0,17.0,15.0,8.0,11.0,95.0,19.0,11.0,8.0,10.0,9.0,79.0,22.0,7.0,13.0,13.0,22.0,19.0,22.0,20.0,26.0,46.0,36.0,27.0,17.0,13.0,34.0,27.0,9.0,27.0,16.0,30.0,35.0,16.0,22.0,56.0,8.0,19.0,27.0,95.0,11.0,15.0,22.0,23.0,59.0,460.0,22.0,14.0,58.0,97.0,44.0,48.0,7.0,68.0,26.0,17.0,7.0,29.0,8.0,10.0,90.0,9.0,16.0,10.0,16.0,13.0,10.0,60.0,12.0,9.0,10.0
IN_FTW,29.0,15.0,19.0,9.0,11.0,13.0,16.0,15.0,17.0,9.0,10.0,23.0,19.0,17.0,14.0,16.0,13.0,13.0,16.0,36.0,11.0,46.0,73.0,43.0,23.0,51.0,11.0,43.0,75.0,15.0,43.0,215.0,151.0,23.0,18.0,75.0,34.0,29.0,84.0,116.0,229.0,136.0,91.0,14.0,63.0,49.0,44.0,11.0,28.0,14.0,23.0,18.0,7.0,101.0,39.0,11.0,8.0,49.0,29.0,10.0,62.0,17.0,51.0,44.0,12.0,11.0,9.0,25.0,33.0,32.0,12.0,17.0,11.0,14.0,51.0,11.0,14.0,9.0,12.0,11.0,8.0,11.0,15.0,16.0,15.0,16.0,74.0,117.0,123.0,145.0,18.0,18.0,22.0,34.0,11.0,8.0,40.0,22.0,90.0,96.0,65.0,8.0,13.0,15.0,45.0,176.0,17.0,8.0,83.0,15.0,58.0,12.0,9.0,12.0,75.0,14.0,54.0,33.0,16.0,11.0,13.0,23.0,9.0,10.0,18.0,16.0,52.0,19.0,34.0,19.0,8.0,21.0,30.0,19.0,17.0,54.0,8.0
IN_GRY,51.0,27.0,13.0,28.0,13.0,24.0,20.0,47.0,9.0,10.0,31.0,34.0,23.0,18.0,22.0,43.0,13.0,21.0,18.0,49.0,19.0,74.0,113.0,84.0,25.0,159.0,20.0,115.0,110.0,10.0,104.0,156.0,97.0,13.0,65.0,130.0,86.0,86.0,106.0,176.0,210.0,125.0,48.0,34.0,129.0,127.0,125.0,20.0,9.0,12.0,31.0,28.0,11.0,156.0,98.0,26.0,22.0,172.0,62.0,31.0,32.0,48.0,73.0,63.0,59.0,20.0,14.0,65.0,28.0,82.0,63.0,16.0,42.0,16.0,75.0,13.0,29.0,8.0,9.0,24.0,15.0,11.0,17.0,18.0,17.0,10.0,202.0,251.0,216.0,90.0,41.0,46.0,58.0,62.0,18.0,7.0,68.0,64.0,107.0,107.0,86.0,37.0,10.0,18.0,22.0,22.0,63.0,33.0,56.0,48.0,102.0,12.0,30.0,42.0,148.0,14.0,118.0,38.0,50.0,24.0,17.0,34.0,14.0,11.0,21.0,54.0,28.0,20.0,17.0,22.0,47.0,107.0,129.0,146.0,20.0,21.0,7.0
IN_IND,56.0,35.0,18.0,13.0,15.0,15.0,15.0,19.0,26.0,11.0,27.0,15.0,9.0,19.0,22.0,10.0,22.0,28.0,15.0,39.0,38.0,18.0,67.0,15.0,24.0,11.0,24.0,37.0,44.0,10.0,83.0,228.0,149.0,34.0,41.0,59.0,47.0,88.0,65.0,97.0,226.0,91.0,40.0,9.0,47.0,87.0,42.0,22.0,18.0,13.0,7.0,17.0,10.0,277.0,64.0,65.0,14.0,25.0,22.0,11.0,39.0,25.0,37.0,32.0,21.0,20.0,8.0,39.0,25.0,35.0,9.0,8.0,19.0,12.0,22.0,8.0,19.0,15.0,7.0,47.0,16.0,15.0,8.0,21.0,23.0,11.0,108.0,143.0,201.0,49.0,18.0,12.0,40.0,8.0,11.0,8.0,36.0,35.0,30.0,46.0,66.0,63.0,10.0,13.0,24.0,10.0,30.0,83.0,70.0,79.0,54.0,9.0,15.0,19.0,53.0,15.0,59.0,59.0,12.0,16.0,27.0,15.0,22.0,13.0,15.0,31.0,22.0,9.0,13.0,9.0,10.0,44.0,58.0,49.0,22.0,18.0,23.0
IN_SBD,75.0,34.0,28.0,12.0,15.0,27.0,20.0,50.0,8.0,12.0,29.0,33.0,22.0,9.0,22.0,53.0,7.0,23.0,23.0,58.0,18.0,87.0,120.0,85.0,41.0,163.0,20.0,106.0,101.0,16.0,129.0,410.0,313.0,33.0,90.0,105.0,48.0,101.0,119.0,139.0,340.0,145.0,152.0,42.0,149.0,147.0,145.0,21.0,11.0,26.0,45.0,37.0,11.0,298.0,140.0,26.0,12.0,193.0,61.0,38.0,35.0,50.0,116.0,88.0,68.0,14.0,11.0,66.0,58.0,110.0,67.0,22.0,47.0,22.0,85.0,13.0,38.0,12.0,9.0,13.0,18.0,17.0,34.0,10.0,34.0,11.0,283.0,268.0,296.0,109.0,46.0,61.0,58.0,66.0,19.0,8.0,73.0,78.0,142.0,122.0,118.0,33.0,10.0,25.0,30.0,8.0,63.0,31.0,112.0,36.0,124.0,14.0,71.0,79.0,206.0,20.0,162.0,79.0,53.0,31.0,24.0,48.0,18.0,12.0,18.0,34.0,52.0,20.0,20.0,8.0,56.0,101.0,131.0,249.0,28.0,61.0,9.0
IN_TER,42.0,28.0,15.0,14.0,8.0,29.0,12.0,10.0,12.0,14.0,13.0,17.0,17.0,11.0,8.0,27.0,8.0,8.0,14.0,21.0,14.0,14.0,45.0,36.0,12.0,12.0,21.0,31.0,32.0,15.0,66.0,69.0,55.0,12.0,28.0,41.0,44.0,54.0,20.0,31.0,33.0,53.0,63.0,13.0,18.0,9.0,22.0,13.0,32.0,8.0,10.0,8.0,8.0,63.0,25.0,8.0,77.0,12.0,12.0,22.0,9.0,8.0,22.0,20.0,17.0,24.0,24.0,15.0,7.0,22.0,78.0,77.0,14.0,15.0,15.0,9.0,8.0,72.0,24.0,11.0,11.0,10.0,13.0,12.0,13.0,14.0,61.0,36.0,30.0,16.0,17.0,10.0,33.0,16.0,16.0,8.0,19.0,18.0,23.0,20.0,31.0,35.0,26.0,38.0,24.0,77.0,24.0,71.0,35.0,57.0,22.0,7.0,11.0,33.0,22.0,298.0,28.0,21.0,11.0,11.0,40.0,36.0,12.0,24.0,9.0,30.0,27.0,10.0,8.0,16.0,51.0,29.0,29.0,29.0,12.0,28.0,7.0
KS_HUT,14.0,9.0,14.0,8.0,20.0,31.0,14.0,16.0,18.0,18.0,21.0,9.0,18.0,8.0,8.0,35.0,8.0,9.0,14.0,14.0,15.0,14.0,7.0,87.0,10.0,7.0,21.0,33.0,46.0,11.0,39.0,39.0,39.0,23.0,11.0,8.0,16.0,10.0,16.0,8.0,40.0,20.0,8.0,7.0,13.0,11.0,7.0,33.0,14.0,10.0,8.0,15.0,10.0,20.0,17.0,9.0,9.0,10.0,23.0,11.0,8.0,12.0,65.0,19.0,8.0,10.0,8.0,9.0,25.0,10.0,12.0,46.0,22.0,8.0,37.0,10.0,44.0,59.0,9.0,8.0,11.0,44.0,44.0,44.0,44.0,44.0,12.0,13.0,38.0,13.0,28.0,41.0,9.0,11.0,11.0,11.0,44.0,44.0,11.0,8.0,8.0,10.0,25.0,10.0,9.0,46.0,10.0,10.0,11.0,35.0,14.0,34.0,13.0,25.0,81.0,17.0,112.0,39.0,7.0,25.0,8.0,9.0,14.0,13.0,10.0,11.0,11.0,17.0,7.0,11.0,9.0,15.0,13.0,15.0,31.0,31.0,9.0
KY_BOW,63.0,141.0,28.0,51.0,15.0,31.0,106.0,31.0,35.0,12.0,10.0,12.0,10.0,32.0,10.0,42.0,33.0,13.0,21.0,63.0,17.0,26.0,176.0,124.0,30.0,12.0,55.0,7.0,47.0,13.0,8.0,83.0,64.0,265.0,26.0,71.0,11.0,46.0,28.0,72.0,74.0,35.0,47.0,8.0,393.0,27.0,83.0,18.0,11.0,16.0,24.0,13.0,8.0,87.0,42.0,31.0,126.0,25.0,16.0,32.0,108.0,20.0,14.0,129.0,81.0,10.0,25.0,68.0,26.0,22.0,15.0,126.0,7.0,9.0,12.0,9.0,18.0,106.0,25.0,8.0,170.0,302.0,7.0,164.0,7.0,164.0,19.0,56.0,164.0,62.0,16.0,20.0,11.0,14.0,14.0,14.0,16.0,32.0,28.0,16.0,8.0,53.0,16.0,56.0,68.0,126.0,12.0,132.0,208.0,74.0,494.0,508.0,42.0,46.0,90.0,73.0,77.0,47.0,23.0,72.0,13.0,17.0,7.0,12.0,32.0,55.0,17.0,10.0,9.0,14.0,14.0,19.0,10.0,57.0,10.0,11.0,16.0
KY_LEX,67.0,45.0,12.0,22.0,26.0,12.0,20.0,13.0,20.0,10.0,10.0,8.0,12.0,8.0,7.0,28.0,14.0,16.0,13.0,83.0,16.0,8.0,96.0,8.0,9.0,9.0,8.0,21.0,9.0,22.0,14.0,278.0,207.0,151.0,15.0,20.0,16.0,127.0,53.0,69.0,183.0,84.0,11.0,26.0,106.0,138.0,90.0,10.0,17.0,53.0,50.0,20.0,14.0,61.0,33.0,26.0,13.0,51.0,10.0,33.0,24.0,33.0,43.0,71.0,7.0,8.0,26.0,53.0,17.0,18.0,14.0,11.0,7.0,17.0,10.0,13.0,47.0,98.0,26.0,26.0,8.0,9.0,9.0,15.0,51.0,9.0,68.0,108.0,85.0,50.0,14.0,17.0,17.0,11.0,8.0,9.0,36.0,60.0,41.0,51.0,66.0,96.0,10.0,21.0,23.0,10.0,14.0,19.0,59.0,35.0,114.0,9.0,97.0,13.0,55.0,9.0,55.0,87.0,9.0,10.0,95.0,14.0,9.0,15.0,46.0,15.0,15.0,9.0,18.0,7.0,8.0,50.0,20.0,68.0,45.0,21.0,8.0
